main_topic,description_1,bill_link,bill_name,current_status,house_progress,senate_progress,after_passage_progress,description_2,sponsors,requester,democrat_sponsor_count,republican_sponsor_count
COMPUTERS,"Advanced computing businesses of affiliated group, workforce education investment surcharge on, application of",https://app.leg.wa.gov/billsummary?BillNumber=5799&Year=2021&Initiative=false,Substitute - SSB 5799,170 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the application of the workforce education investment surcharge to provider clinics and affiliated organizations.,"Robinson, Lovick",No Requester,2,0
COMPUTERS,"Advanced computing businesses of affiliated group, workforce education investment surcharge on, increasing account funds caps",https://app.leg.wa.gov/billsummary?BillNumber=1504&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1504,170 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the workforce education investment act.,"Chopp, Simmons, Berry, Davis, Valdez, Wylie, Jesse Johnson, Ryu, Tharinger, Taylor, Goodman, Bergquist, Ramel, Peterson, Senn, Dolan, Ormsby, Duerr, Macri, Kloba, Callan, Morgan, Stonier, Pollet, Riccelli, Thai",No Requester,26,0
COMPUTERS,"Blockchain technology/applications, Washington blockchain work group, establishing",https://app.leg.wa.gov/billsummary?BillNumber=5544&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5544,226 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Establishing the Washington blockchain work group.,"Brown, Dozier, Frockt, Hasegawa, Mullet, Rolfes, Short, Wagoner, Wellman, Linda Wilson",No Requester,6,6
COMPUTERS,"Broadband access, in unserved areas, grant/loan program for, emergency public works broadband projects",https://app.leg.wa.gov/billsummary?BillNumber=5580&Year=2021&Initiative=false,Substitute - SSB 5580,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning broadband infrastructure loans and grants made by the public works board.,"Wellman, Mullet, Frockt, Kuderer, Nguyen, Warnick, Claire Wilson",Public Works Board,6,3
COMPUTERS,"Broadband access, in unserved areas, grant/loan program for, various modifications",https://app.leg.wa.gov/billsummary?BillNumber=1673&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1673,201 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning broadband infrastructure loans and grants made by the public works board.,"Ryu, Donaghy, Leavitt, Boehnke, Eslick, Rule, Kloba, Wylie, Ortiz-Self, Dolan, Taylor, Frame",Public Works Board,10,2
COMPUTERS,"Broadband access, increasing in unserved areas, competitive grant program for, establishing",https://app.leg.wa.gov/billsummary?BillNumber=5357&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5357,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing and making appropriations for the capital broadband investment acceleration program.,"Honeyford, King, Wagoner, Wellman, Linda Wilson",No Requester,2,5
COMPUTERS,"Broadband fiber connections, missing, and inadequate service in underserved areas, addressing via highways",https://app.leg.wa.gov/billsummary?BillNumber=5439&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5439,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Facilitating the coordinated installation of broadband along state highways.,"Saldaña, Kuderer, Lovelett, Nguyen",No Requester,4,0
COMPUTERS,"Broadband fiber connections, missing, and inadequate service in unserved/underserved areas, addressing via highways",https://app.leg.wa.gov/billsummary?BillNumber=1457&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1457,258 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Facilitating the installation of broadband facilities on limited access highways.,"Wylie, Riccelli, Kloba, Santos, Slatter, Shewmake, Ramel, Hackney",No Requester,7,0
COMPUTERS,"Broadband fiber deployment, microtrenching for, city-town-county authority to allow",https://app.leg.wa.gov/billsummary?BillNumber=5775&Year=2021&Initiative=false,SB 5775,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the acceleration of broadband deployment.,"Wellman, Short, Conway, Lovelett, Lovick, Nguyen, Nobles, Claire Wilson",No Requester,7,3
COMPUTERS,"Broadband infrastructure, capital broadband investment acceleration program, creating",https://app.leg.wa.gov/billsummary?BillNumber=5357&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5357,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing and making appropriations for the capital broadband investment acceleration program.,"Honeyford, King, Wagoner, Wellman, Linda Wilson",No Requester,2,5
COMPUTERS,"Broadband infrastructure, rural infrastructure grant program for entities in rural counties to include",https://app.leg.wa.gov/billsummary?BillNumber=1263&Year=2021&Initiative=false,2nd Substitute - 2SHB 1263,Rules C,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning rural infrastructure.,"Abbarno, Barkis, Dent, McEntire, Mosbrucker, Ybarra, Eslick, Boehnke, Gilday",No Requester,0,9
COMPUTERS,"Broadband infrastructure, rural infrastructure grant program for local governments in rural counties to include",https://app.leg.wa.gov/billsummary?BillNumber=1263&Year=2021&Initiative=false,2nd Substitute - 2SHB 1263,Rules C,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning rural infrastructure.,"Abbarno, Barkis, Dent, McEntire, Mosbrucker, Ybarra, Eslick, Boehnke, Gilday",No Requester,0,9
COMPUTERS,"Broadband installation along highways, informing facility owners of projects to enable coordination, when",https://app.leg.wa.gov/billsummary?BillNumber=5439&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5439,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Facilitating the coordinated installation of broadband along state highways.,"Saldaña, Kuderer, Lovelett, Nguyen",No Requester,4,0
COMPUTERS,"Broadband installation along state highways, provider registration for coordinating, when",https://app.leg.wa.gov/billsummary?BillNumber=5439&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5439,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Facilitating the coordinated installation of broadband along state highways.,"Saldaña, Kuderer, Lovelett, Nguyen",No Requester,4,0
COMPUTERS,"Broadband internet services, providing to unserved areas via infrastructure, tax credits for",https://app.leg.wa.gov/billsummary?BillNumber=5110&Year=2021&Initiative=false,SB 5110,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Promoting greater access to the internet by modifying permitting, taxation, and other standards for telecommunications companies and facilities.",Ericksen,No Requester,0,0
COMPUTERS,"Broadband internet services, virtual private network service, provider to offer",https://app.leg.wa.gov/billsummary?BillNumber=5112&Year=2021&Initiative=false,SB 5112,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Requiring broadband internet access service providers to provide virtual private network service.,Ericksen,No Requester,0,0
COMPUTERS,"Broadband office, governor's statewide, duties of, various",https://app.leg.wa.gov/billsummary?BillNumber=5715&Year=2021&Initiative=false,SB 5715,237 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the definition of broadband or broadband service.,"Wellman, Sheldon, Randall, Claire Wilson",No Requester,4,2
COMPUTERS,"Broadband services, adoption of, creating digital equity opportunity program to advance",https://app.leg.wa.gov/billsummary?BillNumber=1723&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1723,265 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Closing the digital equity divide by increasing the accessibility and affordability of telecommunications services, devices, and training.","Gregerson, Taylor, Ryu, Jesse Johnson, Berry, Valdez, Goodman, Macri, Peterson, Ramel, Simmons, Wylie, Slatter, Bergquist, Pollet, Ortiz-Self, Dolan, Stonier, Riccelli, Ormsby, Harris-Talley, Hackney, Kloba, Frame",No Requester,24,1
COMPUTERS,"Broadband services, definitions of ""broadband"" and, transmission speed for purposes of, raising minimum",https://app.leg.wa.gov/billsummary?BillNumber=5715&Year=2021&Initiative=false,SB 5715,237 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the definition of broadband or broadband service.,"Wellman, Sheldon, Randall, Claire Wilson",No Requester,4,2
COMPUTERS,"Broadband services, open access networks, grant/loan program for developing",https://app.leg.wa.gov/billsummary?BillNumber=5586&Year=2021&Initiative=false,SB 5586,"Business, Fina","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the authority of the community economic revitalization board.,"Frockt, Hasegawa, Mullet, Nguyen",No Requester,4,0
COMPUTERS,"Broadband services, provider data caps during state of emergency, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=5470&Year=2021&Initiative=false,SB 5470,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting broadband internet access service providers from applying data caps during a state of emergency.,"Rivers, Nguyen, Linda Wilson",No Requester,2,3
COMPUTERS,"Broadband services, retail, in unserved areas, provided by public entities, authority/process for",https://app.leg.wa.gov/billsummary?BillNumber=1336&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1336,294 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Creating and expanding unrestricted authority for public entities to provide telecommunications services to end users.,"Hansen, Ybarra, Berry, Simmons, Ramel, Valdez, Leavitt, Morgan, Ryu, Peterson, Shewmake, Davis, Ormsby, Gilday, Stonier, Eslick, Pollet, Harris-Talley",No Requester,14,4
COMPUTERS,"Broadband services, retail, in unserved areas, provided by public utility districts, authority/process for",https://app.leg.wa.gov/billsummary?BillNumber=5383&Year=2021&Initiative=false,2nd Substitute - 2SSB 5383,293 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Authorizing a public utility district to provide retail telecommunications services in unserved areas under certain conditions.,"Wellman, Short, Hunt, King, Lovelett, Nguyen, Randall, Saldaña, Warnick, Claire Wilson, Linda Wilson",No Requester,7,5
COMPUTERS,"Broadband services, retail, in unserved areas, provided by PUDs/port districts, authority/process for",https://app.leg.wa.gov/billsummary?BillNumber=5383&Year=2021&Initiative=false,2nd Substitute - 2SSB 5383,293 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Authorizing a public utility district to provide retail telecommunications services in unserved areas under certain conditions.,"Wellman, Short, Hunt, King, Lovelett, Nguyen, Randall, Saldaña, Warnick, Claire Wilson, Linda Wilson",No Requester,7,5
COMPUTERS,"Broadband services, wholesale telecommunications services provided by PUDs, authority for, when",https://app.leg.wa.gov/billsummary?BillNumber=5383&Year=2021&Initiative=false,2nd Substitute - 2SSB 5383,293 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Authorizing a public utility district to provide retail telecommunications services in unserved areas under certain conditions.,"Wellman, Short, Hunt, King, Lovelett, Nguyen, Randall, Saldaña, Warnick, Claire Wilson, Linda Wilson",No Requester,7,5
COMPUTERS,"Broadband, low earth orbit satellites and wireline/wireless connections, tax preferences to support/facilitate",https://app.leg.wa.gov/billsummary?BillNumber=1702&Year=2021&Initiative=false,HB 1702,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Accelerating broadband connectivity for Washington.,"Boehnke, Abbarno, Chambers, Graham, Sutherland, Eslick",No Requester,0,6
COMPUTERS,"Building permits, digital permitting process work group, convening",https://app.leg.wa.gov/billsummary?BillNumber=5964&Year=2021&Initiative=false,Substitute - SSB 5964,Rules 3,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning consolidated local permit review processes.,"Mullet, Kuderer, Gildon, Saldaña",No Requester,3,1
COMPUTERS,"Building permits, review process, updating from paper filing to software systems, local government grant program for",https://app.leg.wa.gov/billsummary?BillNumber=5964&Year=2021&Initiative=false,Substitute - SSB 5964,Rules 3,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning consolidated local permit review processes.,"Mullet, Kuderer, Gildon, Saldaña",No Requester,3,1
COMPUTERS,"Cloud computing services, 3rd-party commercial, state agency adoption of and migration to",https://app.leg.wa.gov/billsummary?BillNumber=1274&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1274,40 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning cloud computing solutions.,"Hackney, Stokesbary, Robertson, Bateman, Springer, Walen, Leavitt, Berg, Slatter",No Requester,7,2
COMPUTERS,"Cloud computing services, 3rd-party, task force on cloud transition, establishing",https://app.leg.wa.gov/billsummary?BillNumber=1274&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1274,40 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning cloud computing solutions.,"Hackney, Stokesbary, Robertson, Bateman, Springer, Walen, Leavitt, Berg, Slatter",No Requester,7,2
COMPUTERS,"Computer science, bachelor of science degrees in, community/technical college authority to offer",https://app.leg.wa.gov/billsummary?BillNumber=5401&Year=2021&Initiative=false,Substitute - SSB 5401,147 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Authorizing community and technical colleges to offer bachelor degrees in computer science.,"Nguyen, Rivers, Cleveland, Das, Dhingra, Gildon, Hasegawa, Holy, Keiser, Kuderer, Liias, Lovelett, Mullet, Saldaña, Stanford, Wellman, Claire Wilson",No Requester,14,5
COMPUTERS,"Computer science, elective course in, for youth in institutional education program in juvenile institution",https://app.leg.wa.gov/billsummary?BillNumber=5657&Year=2021&Initiative=false,SB 5657,234 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning computer science instruction in state long-term juvenile institutions.,"Wellman, Hunt, Gildon, Hasegawa, Mullet, Nguyen, Nobles, Rivers, Claire Wilson",No Requester,7,4
COMPUTERS,"Computer science, substituting for 3rd-year math/science course, for high school graduation requirement",https://app.leg.wa.gov/billsummary?BillNumber=5299&Year=2021&Initiative=false,SB 5299,307 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Allowing the use of computer science credits for the purpose of graduation requirements.,"Wellman, Kuderer, Hunt, Mullet, Nguyen, Claire Wilson",No Requester,6,2
COMPUTERS,"Computers/computer accessories, shop local and save sales and use tax holiday to include",https://app.leg.wa.gov/billsummary?BillNumber=2018&Year=2021&Initiative=false,Engrossed Substitute - ESHB 2018,Rules 3C,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Creating a three-day shop local and save sales and use tax holiday to benefit all Washington families for certain items $1,000 or less during the month of September.","Paul, Rule, Bergquist, Bronoske, Chapman, Leavitt, Ramel, Ryu, Sutherland, Berg, Callan, Frame, Riccelli, Lekanoff",No Requester,13,1
COMPUTERS,"COVID-19 contact tracing, individual's health data collected via digital tools and used for, protections for",https://app.leg.wa.gov/billsummary?BillNumber=1127&Year=2021&Initiative=false,2nd Substitute - 2SHB 1127,Gov vetoed,"['1', '1', '1', '1']","['1', '1', '1', '1']","['0', '0']","Protecting the privacy and security of COVID-19 health data collected by entities other than public health agencies, health care providers, and health care facilities.","Slatter, Boehnke, Valdez, Kloba, Graham, Macri, Pollet",No Requester,5,2
COMPUTERS,"Cyber activities, malicious, state agency protections against, Washington state ransomware protection act",https://app.leg.wa.gov/billsummary?BillNumber=5916&Year=2021&Initiative=false,SB 5916,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the protection of critical constituent and state operational data against the financial and personal harm caused by ransomware and other malicious cyber activities.,"Mullet, Conway, Fortunato, Nguyen, Wagoner",No Requester,3,2
COMPUTERS,"Cyber harassment, involving electronic communication, gross misdemeanor or class C felony",https://app.leg.wa.gov/billsummary?BillNumber=5628&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5628,231 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning cyber harassment, addressing concerns in the case of Rynearson v. Ferguson, and adding a crime of cyberstalking.","Dhingra, Frockt, Kuderer, Stanford, Trudeau, Wellman, Claire Wilson",No Requester,7,2
COMPUTERS,"Cyber harassment, of criminal justice participant, class C felony",https://app.leg.wa.gov/billsummary?BillNumber=5628&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5628,231 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning cyber harassment, addressing concerns in the case of Rynearson v. Ferguson, and adding a crime of cyberstalking.","Dhingra, Frockt, Kuderer, Stanford, Trudeau, Wellman, Claire Wilson",No Requester,7,2
COMPUTERS,"Cyber harassment, when person previously convicted of doxing, class C felony",https://app.leg.wa.gov/billsummary?BillNumber=5881&Year=2021&Initiative=false,SB 5881,Law & Justice,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning doxing.,"Lovick, Pedersen, Claire Wilson",No Requester,3,2
COMPUTERS,"Cybersecurity events, standards for insurance data security and investigation of and notification concerning",https://app.leg.wa.gov/billsummary?BillNumber=5956&Year=2021&Initiative=false,SB 5956,"Business, Fina","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning insurance data security.,"Stanford, Nguyen",Insurance Commissioner,2,0
COMPUTERS,"Cybersecurity, insurance data security act",https://app.leg.wa.gov/billsummary?BillNumber=5956&Year=2021&Initiative=false,SB 5956,"Business, Fina","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning insurance data security.,"Stanford, Nguyen",Insurance Commissioner,2,0
COMPUTERS,"Cybersecurity, office of, creating",https://app.leg.wa.gov/billsummary?BillNumber=5432&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5432,291 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning cybersecurity and data sharing in Washington state government.,"Carlyle, Nguyen, Conway, Das, Dhingra, Keiser, Liias, Nobles, Randall",Office of the Governor,9,0
COMPUTERS,"Cyberstalking, using electronic tracking device, gross misdemeanor or class C felony",https://app.leg.wa.gov/billsummary?BillNumber=5628&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5628,231 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning cyber harassment, addressing concerns in the case of Rynearson v. Ferguson, and adding a crime of cyberstalking.","Dhingra, Frockt, Kuderer, Stanford, Trudeau, Wellman, Claire Wilson",No Requester,7,2
COMPUTERS,"Data backup/disaster recovery, executive state agencies to review and report concerning their practices",https://app.leg.wa.gov/billsummary?BillNumber=5474&Year=2021&Initiative=false,SB 5474,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the preparedness of state agencies to manage data backup and improve disaster recovery practices.,Mullet,No Requester,1,0
COMPUTERS,"Data breaches, digital data breach reimbursement claims program, creating",https://app.leg.wa.gov/billsummary?BillNumber=5462&Year=2021&Initiative=false,SB 5462,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning claims due to a breach of the security of a state database or information technology system.,Honeyford,No Requester,0,1
COMPUTERS,"Data breaches, state digital data breach account, creating",https://app.leg.wa.gov/billsummary?BillNumber=5462&Year=2021&Initiative=false,SB 5462,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning claims due to a breach of the security of a state database or information technology system.,Honeyford,No Requester,0,1
COMPUTERS,"Data brokers, processing/acquiring personal/sensitive data, consumer consent/rights and broker requirements",https://app.leg.wa.gov/billsummary?BillNumber=5813&Year=2021&Initiative=false,SB 5813,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing data privacy protections to strengthen a consumer's ability to access, manage, and protect their personal data.","Carlyle, Nguyen, Liias, Lovick, Pedersen",No Requester,5,0
COMPUTERS,"Data brokers, registration with secretary of state",https://app.leg.wa.gov/billsummary?BillNumber=5813&Year=2021&Initiative=false,SB 5813,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing data privacy protections to strengthen a consumer's ability to access, manage, and protect their personal data.","Carlyle, Nguyen, Liias, Lovick, Pedersen",No Requester,5,0
COMPUTERS,"Data centers, sales/use tax exemption, broadening eligibility and extending expiration",https://app.leg.wa.gov/billsummary?BillNumber=5262&Year=2021&Initiative=false,Substitute - SSB 5262,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Broadening the eligibility requirements and extending the expiration date for the data center tax incentive.,"Liias, Warnick, Saldaña",No Requester,2,1
COMPUTERS,"Data centers, sales/use tax exemption, broadening eligibility, modifying further, and extending expiration",https://app.leg.wa.gov/billsummary?BillNumber=1846&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1846,267 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing a tax preference for rural and nonrural data centers.,"Berg, Ramel",No Requester,2,0
COMPUTERS,"Data centers, sales/use tax exemption, in counties with certain population, when",https://app.leg.wa.gov/billsummary?BillNumber=5414&Year=2021&Initiative=false,SB 5414,"Business, Fina","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing a tax preference for data centers in counties with a certain population.,"Gildon, Conway, Fortunato, Claire Wilson",No Requester,2,4
COMPUTERS,"Data, personal identity, verifiable credentials for protecting, government use of and trust framework for",https://app.leg.wa.gov/billsummary?BillNumber=5534&Year=2021&Initiative=false,SB 5534,Rules 3,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the use of verifiable credentials.,"Brown, Wagoner",No Requester,0,2
COMPUTERS,"Data, personal, making sales of/exchanging for consideration, persons engaged in business of, B&O tax on",https://app.leg.wa.gov/billsummary?BillNumber=1303&Year=2021&Initiative=false,HB 1303,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the regulation and taxation of the sale of Washingtonian's personal information and related data.,"Kloba, Entenman, Ramel, Bateman, Santos, Frame, Gregerson, Ormsby, Pollet, Slatter",No Requester,9,0
COMPUTERS,"Data, personal, state agency sale to third party of, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=1552&Year=2021&Initiative=false,HB 1552,State Govt & T,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning personal data collected by state agencies.,"Boehnke, Chambers, Schmick, Robertson",No Requester,0,4
COMPUTERS,"Data, personal/sensitive, of children/adolescents, collection/processing of, consent/rights/assessments/duties",https://app.leg.wa.gov/billsummary?BillNumber=5813&Year=2021&Initiative=false,SB 5813,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing data privacy protections to strengthen a consumer's ability to access, manage, and protect their personal data.","Carlyle, Nguyen, Liias, Lovick, Pedersen",No Requester,5,0
COMPUTERS,"Data, privacy principles and best practices for state agencies, establishing",https://app.leg.wa.gov/billsummary?BillNumber=5834&Year=2021&Initiative=false,SB 5834,Ways & Means,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Implementing enterprise-wide technology policies in state government to ensure consistency, security, and responsible use of data.","Carlyle, Frockt, Nguyen, Stanford",No Requester,4,0
COMPUTERS,"Data, state agency use of immutable data/file systems/backups, Washington state ransomware protection act",https://app.leg.wa.gov/billsummary?BillNumber=5916&Year=2021&Initiative=false,SB 5916,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the protection of critical constituent and state operational data against the financial and personal harm caused by ransomware and other malicious cyber activities.,"Mullet, Conway, Fortunato, Nguyen, Wagoner",No Requester,3,2
COMPUTERS,"Digital citizenship, media literacy and, regional conferences on, convening",https://app.leg.wa.gov/billsummary?BillNumber=1365&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1365,301 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Procuring and supporting appropriate computers and devices for public school students and instructional staff.,"Gregerson, Stonier, Ramos, Callan, Simmons, Jesse Johnson, Taylor, Lovick, Leavitt, Ortiz-Self, Berg, Fitzgibbon, Ryu, Morgan, Wicks, Tharinger, Duerr, Ormsby, Hansen, Berry, Dolan, Valdez, Cody, Bronoske, Senn, Bateman, Bergquist, Kloba, Riccelli, Davis, Macri, Ramel, Harris-Talley, Pollet, Sells",No Requester,34,1
COMPUTERS,"Digital citizenship, media literacy and, supporting through school district leadership teams, grant program",https://app.leg.wa.gov/billsummary?BillNumber=5242&Year=2021&Initiative=false,SB 5242,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Supporting media literacy and digital citizenship.,"Liias, Short, Frockt, Hunt, Keiser, Nguyen, Saldaña, Claire Wilson",No Requester,7,3
COMPUTERS,"Digital electronic equipment repairability task force, Washington state, establishing",https://app.leg.wa.gov/billsummary?BillNumber=1801&Year=2021&Initiative=false,Substitute - SHB 1801,Approps,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the repair of digital electronic equipment.,"Gregerson, Ryu, Fitzgibbon, Berry, Cody, Macri, Peterson, Ramel, Wylie, Bergquist, Valdez, Pollet, Stonier, Ormsby, Harris-Talley, Kloba",No Requester,16,1
COMPUTERS,"Digital electronic equipment repairability, commission on, establishing",https://app.leg.wa.gov/billsummary?BillNumber=1801&Year=2021&Initiative=false,Substitute - SHB 1801,Approps,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the repair of digital electronic equipment.,"Gregerson, Ryu, Fitzgibbon, Berry, Cody, Macri, Peterson, Ramel, Wylie, Bergquist, Valdez, Pollet, Stonier, Ormsby, Harris-Talley, Kloba",No Requester,16,1
COMPUTERS,"Digital electronic equipment, repairability of",https://app.leg.wa.gov/billsummary?BillNumber=1801&Year=2021&Initiative=false,Substitute - SHB 1801,Approps,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the repair of digital electronic equipment.,"Gregerson, Ryu, Fitzgibbon, Berry, Cody, Macri, Peterson, Ramel, Wylie, Bergquist, Valdez, Pollet, Stonier, Ormsby, Harris-Talley, Kloba",No Requester,16,1
COMPUTERS,"Digital electronic products, repairing of, right-to-repair requirements for manufacturers",https://app.leg.wa.gov/billsummary?BillNumber=5795&Year=2021&Initiative=false,SB 5795,"Environment, E","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the application of the consumer protection act to the fair servicing and repair of manufactured products.,"Hasegawa, Keiser, Pedersen, Saldaña, Stanford",No Requester,5,0
COMPUTERS,"Digital equity account, creating",https://app.leg.wa.gov/billsummary?BillNumber=1723&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1723,265 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Closing the digital equity divide by increasing the accessibility and affordability of telecommunications services, devices, and training.","Gregerson, Taylor, Ryu, Jesse Johnson, Berry, Valdez, Goodman, Macri, Peterson, Ramel, Simmons, Wylie, Slatter, Bergquist, Pollet, Ortiz-Self, Dolan, Stonier, Riccelli, Ormsby, Harris-Talley, Hackney, Kloba, Frame",No Requester,24,1
